Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Pig-tailed macaque gene stable ID,Pig-tailed macaque gene name,Last common ancestor with Pig-tailed macaque,Pig-tailed macaque homology type,%id. target Pig-tailed macaque gene identical to query gene,%id. query gene identical to target Pig-tailed macaque gene,Pig-tailed macaque Gene-order conservation score,Pig-tailed macaque Whole-genome alignment coverage,"Pig-tailed macaque orthology confidence [0 low, 1 high]"
ENSG00000008710,ENSG00000008710.20,ENST00000567355,ENST00000567355.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000472659,ENST00000472659.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000568796,ENST00000568796.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000570253,ENST00000570253.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000562297,ENST00000562297.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000567946,ENST00000567946.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000486339,ENST00000486339.6,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000415938,ENST00000415938.7,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000483731,ENST00000483731.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000566905,ENST00000566905.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000496574,ENST00000496574.6,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000566784,ENST00000566784.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000471603,ENST00000471603.6,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000480227,ENST00000480227.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000570193,ENST00000570193.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000469851,ENST00000469851.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000483814,ENST00000483814.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000474088,ENST00000474088.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000475889,ENST00000475889.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000561991,ENST00000561991.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000565639,ENST00000565639.6,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000564865,ENST00000564865.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000564890,ENST00000564890.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000483558,ENST00000483558.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000568591,ENST00000568591.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000569983,ENST00000569983.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000483024,ENST00000483024.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000488185,ENST00000488185.2,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000473780,ENST00000473780.2,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000468674,ENST00000468674.5,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000469241,ENST00000469241.2,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000570150,ENST00000570150.1,ENSMNEG00000043046,PKD1,Catarrhini,ortholog_one2one,94.0042,94.0042,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000265104,ENST00000265104.5,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000681290,ENST00000681290.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683611,ENST00000683611.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000504001,ENST00000504001.3,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000512443,ENST00000512443.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683090,ENST00000683090.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000684099,ENST00000684099.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000680213,ENST00000680213.2,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000508040,ENST00000508040.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000684013,ENST00000684013.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683011,ENST00000683011.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683967,ENST00000683967.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000682376,ENST00000682376.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000682586,ENST00000682586.1,ENSMNEG00000033291,DNAH5,Catarrhini,ortholog_one2one,97.3832,97.3832,50,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000376624,ENST00000376624.8,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000456231,ENST00000456231.6,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000488555,ENST00000488555.5,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000313311,ENST00000313311.10,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000435326,ENST00000435326.5,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000490361,ENST00000490361.5,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000487973,ENST00000487973.1,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000538630,ENST00000538630.2,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000376603,ENST00000376603.6,ENSMNEG00000042586,SPAG6,Catarrhini,ortholog_one2one,99.4106,99.4106,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000372453,ENST00000372453.8,ENSMNEG00000037194,DNAAF6,Catarrhini,ortholog_one2one,91.5888,93.7799,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000673764,ENST00000673764.1,ENSMNEG00000037194,DNAAF6,Catarrhini,ortholog_one2one,91.5888,93.7799,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000336387,ENST00000336387.4,ENSMNEG00000037194,DNAAF6,Catarrhini,ortholog_one2one,91.5888,93.7799,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000535523,ENST00000535523.5,ENSMNEG00000037194,DNAAF6,Catarrhini,ortholog_one2one,91.5888,93.7799,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000565794,ENST00000565794.1,ENSMNEG00000037332,ARL2BP,Catarrhini,ortholog_one2one,96.9325,96.9325,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000219204,ENST00000219204.8,ENSMNEG00000037332,ARL2BP,Catarrhini,ortholog_one2one,96.9325,96.9325,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000562023,ENST00000562023.5,ENSMNEG00000037332,ARL2BP,Catarrhini,ortholog_one2one,96.9325,96.9325,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000563234,ENST00000563234.1,ENSMNEG00000037332,ARL2BP,Catarrhini,ortholog_one2one,96.9325,96.9325,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000601154,ENST00000601154.1,ENSMNEG00000029240,CCDC9,Catarrhini,ortholog_one2one,90.5838,92.5,100,99.25,1
ENSG00000105321,ENSG00000105321.14,ENST00000221922,ENST00000221922.11,ENSMNEG00000029240,CCDC9,Catarrhini,ortholog_one2one,90.5838,92.5,100,99.25,1
ENSG00000105321,ENSG00000105321.14,ENST00000643617,ENST00000643617.1,ENSMNEG00000029240,CCDC9,Catarrhini,ortholog_one2one,90.5838,92.5,100,99.25,1
ENSG00000105321,ENSG00000105321.14,ENST00000599398,ENST00000599398.5,ENSMNEG00000029240,CCDC9,Catarrhini,ortholog_one2one,90.5838,92.5,100,99.25,1
ENSG00000105321,ENSG00000105321.14,ENST00000595659,ENST00000595659.5,ENSMNEG00000029240,CCDC9,Catarrhini,ortholog_one2one,90.5838,92.5,100,99.25,1
ENSG00000105321,ENSG00000105321.14,ENST00000596938,ENST00000596938.1,ENSMNEG00000029240,CCDC9,Catarrhini,ortholog_one2one,90.5838,92.5,100,99.25,1
ENSG00000105321,ENSG00000105321.14,ENST00000600117,ENST00000600117.1,ENSMNEG00000029240,CCDC9,Catarrhini,ortholog_one2one,90.5838,92.5,100,99.25,1
ENSG00000105792,ENSG00000105792.19,ENST00000389297,ENST00000389297.8,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000485791,ENST00000485791.5,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000427396,ENST00000427396.5,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000451029,ENST00000451029.5,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000497910,ENST00000497910.5,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000463311,ENST00000463311.1,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000457170,ENST00000457170.6,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000418199,ENST00000418199.1,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000475031,ENST00000475031.5,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000449577,ENST00000449577.5,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000491886,ENST00000491886.1,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000412839,ENST00000412839.5,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000445156,ENST00000445156.1,ENSMNEG00000039081,CFAP69,Catarrhini,ortholog_one2one,96.8119,96.8119,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000431418,ENST00000431418.6,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000392800,ENST00000392800.7,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000416062,ENST00000416062.5,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000448366,ENST00000448366.6,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000426341,ENST00000426341.6,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000416269,ENST00000416269.6,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000414073,ENST00000414073.6,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000482845,ENST00000482845.2,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000468278,ENST00000468278.1,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000483959,ENST00000483959.1,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000616416,ENST00000616416.4,ENSMNEG00000039928,GALNTL5,Catarrhini,ortholog_one2one,84.1986,91.4216,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000545990,ENST00000545990.6,ENSMNEG00000030253,AKAP3,Catarrhini,ortholog_one2one,94.3728,93.9323,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000540967,ENST00000540967.5,ENSMNEG00000030253,AKAP3,Catarrhini,ortholog_one2one,94.3728,93.9323,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000536414,ENST00000536414.3,ENSMNEG00000030253,AKAP3,Catarrhini,ortholog_one2one,94.3728,93.9323,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000541484,ENST00000541484.1,ENSMNEG00000030253,AKAP3,Catarrhini,ortholog_one2one,94.3728,93.9323,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000544636,ENST00000544636.1,ENSMNEG00000030253,AKAP3,Catarrhini,ortholog_one2one,94.3728,93.9323,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000228850,ENST00000228850.6,ENSMNEG00000030253,AKAP3,Catarrhini,ortholog_one2one,94.3728,93.9323,100,100,1
ENSG00000111834,ENSG00000111834.13,ENST00000229554,ENST00000229554.10,ENSMNEG00000038377,RSPH4A,Catarrhini,ortholog_one2one,95.5307,95.1321,100,100,1
ENSG00000111834,ENSG00000111834.13,ENST00000368580,ENST00000368580.4,ENSMNEG00000038377,RSPH4A,Catarrhini,ortholog_one2one,95.5307,95.1321,100,100,1
ENSG00000111834,ENSG00000111834.13,ENST00000368581,ENST00000368581.8,ENSMNEG00000038377,RSPH4A,Catarrhini,ortholog_one2one,95.5307,95.1321,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000490799,ENST00000490799.6,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000112053,ENSG00000112053.14,ENST00000466805,ENST00000466805.5,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000112053,ENSG00000112053.14,ENST00000394602,ENST00000394602.6,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000112053,ENSG00000112053.14,ENST00000355574,ENST00000355574.6,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000112053,ENSG00000112053.14,ENST00000465492,ENST00000465492.1,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000112053,ENSG00000112053.14,ENST00000486155,ENST00000486155.1,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000112053,ENSG00000112053.14,ENST00000469847,ENST00000469847.5,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000112053,ENSG00000112053.14,ENST00000480663,ENST00000480663.1,ENSMNEG00000037361,SLC26A8,Catarrhini,ortholog_one2one,92.1649,92.9314,100,99.78,1
ENSG00000114841,ENSG00000114841.18,ENST00000486752,ENST00000486752.5,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000420323,ENST00000420323.7,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000497875,ENST00000497875.1,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000466628,ENST00000466628.1,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000488988,ENST00000488988.5,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000490713,ENST00000490713.5,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000480649,ENST00000480649.1,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000487254,ENST00000487254.1,ENSMNEG00000016385,DNAH1,Catarrhini,ortholog_one2one,97.8195,97.8195,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000352767,ENST00000352767.7,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000414031,ENST00000414031.5,ENSMNEG00000037668,EIF4G1,Catarrhini,ortholog_one2one,98.6867,98.3791,100,100,1
