Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gorilla gene stable ID,Gorilla gene name,Last common ancestor with Gorilla,Gorilla homology type,%id. target Gorilla gene identical to query gene,%id. query gene identical to target Gorilla gene,Gorilla Gene-order conservation score,Gorilla Whole-genome alignment coverage,"Gorilla orthology confidence [0 low, 1 high]"
ENSG00000007174,ENSG00000007174.18,ENST00000579813,ENST00000579813.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000585197,ENST00000585197.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000583192,ENST00000583192.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000584663,ENST00000584663.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000578834,ENST00000578834.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000579703,ENST00000579703.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000580255,ENST00000580255.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000608377,ENST00000608377.5,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000396001,ENST00000396001.6,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000007174,ENSG00000007174.18,ENST00000581682,ENST00000581682.1,ENSGGOG00000000004,DNAH9,Homininae,ortholog_one2one,97.704,98.0537,100,100,1
ENSG00000008710,ENSG00000008710.20,ENST00000262304,ENST00000262304.9,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000423118,ENST00000423118.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000472577,ENST00000472577.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000564313,ENST00000564313.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000561668,ENST00000561668.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000487932,ENST00000487932.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000485120,ENST00000485120.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000562425,ENST00000562425.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000567355,ENST00000567355.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000472659,ENST00000472659.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000568796,ENST00000568796.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000570253,ENST00000570253.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000562297,ENST00000562297.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000567946,ENST00000567946.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000486339,ENST00000486339.6,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000415938,ENST00000415938.7,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000483731,ENST00000483731.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000566905,ENST00000566905.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000496574,ENST00000496574.6,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000566784,ENST00000566784.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000471603,ENST00000471603.6,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000480227,ENST00000480227.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000570193,ENST00000570193.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000469851,ENST00000469851.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000483814,ENST00000483814.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000474088,ENST00000474088.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000475889,ENST00000475889.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000561991,ENST00000561991.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000565639,ENST00000565639.6,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000564865,ENST00000564865.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000564890,ENST00000564890.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000483558,ENST00000483558.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000568591,ENST00000568591.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000569983,ENST00000569983.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000483024,ENST00000483024.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000488185,ENST00000488185.2,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000473780,ENST00000473780.2,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000468674,ENST00000468674.5,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000469241,ENST00000469241.2,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000008710,ENSG00000008710.20,ENST00000570150,ENST00000570150.1,ENSGGOG00000007016,PKD1,Homininae,ortholog_one2one,81.9661,93.7783,100,98.23,1
ENSG00000039139,ENSG00000039139.11,ENST00000265104,ENST00000265104.5,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000681290,ENST00000681290.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683611,ENST00000683611.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000504001,ENST00000504001.3,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000512443,ENST00000512443.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683090,ENST00000683090.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000684099,ENST00000684099.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000680213,ENST00000680213.2,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000508040,ENST00000508040.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000684013,ENST00000684013.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683011,ENST00000683011.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000683967,ENST00000683967.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000682376,ENST00000682376.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000039139,ENSG00000039139.11,ENST00000682586,ENST00000682586.1,ENSGGOG00000007206,DNAH5,Homininae,ortholog_one2one,99.2863,99.2863,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000376624,ENST00000376624.8,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000456231,ENST00000456231.6,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000488555,ENST00000488555.5,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000313311,ENST00000313311.10,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000435326,ENST00000435326.5,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000490361,ENST00000490361.5,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000487973,ENST00000487973.1,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000538630,ENST00000538630.2,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000077327,ENSG00000077327.16,ENST00000376603,ENST00000376603.6,ENSGGOG00000002617,SPAG6,Homininae,ortholog_one2one,100,100,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000372453,ENST00000372453.8,ENSGGOG00000009926,DNAAF6,Homininae,ortholog_one2one,99.0654,99.0654,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000673764,ENST00000673764.1,ENSGGOG00000009926,DNAAF6,Homininae,ortholog_one2one,99.0654,99.0654,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000336387,ENST00000336387.4,ENSGGOG00000009926,DNAAF6,Homininae,ortholog_one2one,99.0654,99.0654,100,100,1
ENSG00000080572,ENSG00000080572.13,ENST00000535523,ENST00000535523.5,ENSGGOG00000009926,DNAAF6,Homininae,ortholog_one2one,99.0654,99.0654,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000565794,ENST00000565794.1,ENSGGOG00000005471,ARL2BP,Homininae,ortholog_one2one,92.0245,88.7574,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000219204,ENST00000219204.8,ENSGGOG00000005471,ARL2BP,Homininae,ortholog_one2one,92.0245,88.7574,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000562023,ENST00000562023.5,ENSGGOG00000005471,ARL2BP,Homininae,ortholog_one2one,92.0245,88.7574,100,100,1
ENSG00000102931,ENSG00000102931.8,ENST00000563234,ENST00000563234.1,ENSGGOG00000005471,ARL2BP,Homininae,ortholog_one2one,92.0245,88.7574,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000601154,ENST00000601154.1,ENSGGOG00000015097,CCDC9,Homininae,ortholog_one2one,99.0584,89.7611,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000221922,ENST00000221922.11,ENSGGOG00000015097,CCDC9,Homininae,ortholog_one2one,99.0584,89.7611,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000643617,ENST00000643617.1,ENSGGOG00000015097,CCDC9,Homininae,ortholog_one2one,99.0584,89.7611,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000599398,ENST00000599398.5,ENSGGOG00000015097,CCDC9,Homininae,ortholog_one2one,99.0584,89.7611,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000595659,ENST00000595659.5,ENSGGOG00000015097,CCDC9,Homininae,ortholog_one2one,99.0584,89.7611,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000596938,ENST00000596938.1,ENSGGOG00000015097,CCDC9,Homininae,ortholog_one2one,99.0584,89.7611,100,100,1
ENSG00000105321,ENSG00000105321.14,ENST00000600117,ENST00000600117.1,ENSGGOG00000015097,CCDC9,Homininae,ortholog_one2one,99.0584,89.7611,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000389297,ENST00000389297.8,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000485791,ENST00000485791.5,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000427396,ENST00000427396.5,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000451029,ENST00000451029.5,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000497910,ENST00000497910.5,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000463311,ENST00000463311.1,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000457170,ENST00000457170.6,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000418199,ENST00000418199.1,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000475031,ENST00000475031.5,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000449577,ENST00000449577.5,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000491886,ENST00000491886.1,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000412839,ENST00000412839.5,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000105792,ENSG00000105792.19,ENST00000445156,ENST00000445156.1,ENSGGOG00000034860,CFAP69,Homininae,ortholog_one2one,98.9373,99.0426,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000431418,ENST00000431418.6,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000392800,ENST00000392800.7,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000416062,ENST00000416062.5,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000448366,ENST00000448366.6,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000426341,ENST00000426341.6,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000416269,ENST00000416269.6,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000414073,ENST00000414073.6,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000482845,ENST00000482845.2,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000468278,ENST00000468278.1,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000483959,ENST00000483959.1,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000106648,ENSG00000106648.14,ENST00000616416,ENST00000616416.4,ENSGGOG00000036415,GALNTL5,Homininae,ortholog_one2one,85.3273,94.2643,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000545990,ENST00000545990.6,ENSGGOG00000014277,AKAP3,Homininae,ortholog_one2one,97.3036,96.7366,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000540967,ENST00000540967.5,ENSGGOG00000014277,AKAP3,Homininae,ortholog_one2one,97.3036,96.7366,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000536414,ENST00000536414.3,ENSGGOG00000014277,AKAP3,Homininae,ortholog_one2one,97.3036,96.7366,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000541484,ENST00000541484.1,ENSGGOG00000014277,AKAP3,Homininae,ortholog_one2one,97.3036,96.7366,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000544636,ENST00000544636.1,ENSGGOG00000014277,AKAP3,Homininae,ortholog_one2one,97.3036,96.7366,100,100,1
ENSG00000111254,ENSG00000111254.8,ENST00000228850,ENST00000228850.6,ENSGGOG00000014277,AKAP3,Homininae,ortholog_one2one,97.3036,96.7366,100,100,1
ENSG00000111834,ENSG00000111834.13,ENST00000229554,ENST00000229554.10,ENSGGOG00000016793,,Homininae,ortholog_one2one,53.2123,99.2188,100,100,0
ENSG00000111834,ENSG00000111834.13,ENST00000368580,ENST00000368580.4,ENSGGOG00000016793,,Homininae,ortholog_one2one,53.2123,99.2188,100,100,0
ENSG00000111834,ENSG00000111834.13,ENST00000368581,ENST00000368581.8,ENSGGOG00000016793,,Homininae,ortholog_one2one,53.2123,99.2188,100,100,0
ENSG00000112053,ENSG00000112053.14,ENST00000490799,ENST00000490799.6,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000466805,ENST00000466805.5,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000394602,ENST00000394602.6,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000355574,ENST00000355574.6,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000465492,ENST00000465492.1,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000486155,ENST00000486155.1,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000469847,ENST00000469847.5,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000112053,ENSG00000112053.14,ENST00000480663,ENST00000480663.1,ENSGGOG00000013580,SLC26A8,Homininae,ortholog_one2one,95.567,98.8273,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000486752,ENST00000486752.5,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000420323,ENST00000420323.7,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000497875,ENST00000497875.1,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000466628,ENST00000466628.1,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000488988,ENST00000488988.5,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000490713,ENST00000490713.5,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000480649,ENST00000480649.1,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114841,ENSG00000114841.18,ENST00000487254,ENST00000487254.1,ENSGGOG00000015852,DNAH1,Homininae,ortholog_one2one,98.5463,98.5001,100,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000352767,ENST00000352767.7,ENSGGOG00000013919,EIF4G1,Homininae,ortholog_one2one,99.3121,99.0643,50,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000414031,ENST00000414031.5,ENSGGOG00000013919,EIF4G1,Homininae,ortholog_one2one,99.3121,99.0643,50,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000392537,ENST00000392537.6,ENSGGOG00000013919,EIF4G1,Homininae,ortholog_one2one,99.3121,99.0643,50,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000444134,ENST00000444134.5,ENSGGOG00000013919,EIF4G1,Homininae,ortholog_one2one,99.3121,99.0643,50,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000442406,ENST00000442406.5,ENSGGOG00000013919,EIF4G1,Homininae,ortholog_one2one,99.3121,99.0643,50,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000450424,ENST00000450424.5,ENSGGOG00000013919,EIF4G1,Homininae,ortholog_one2one,99.3121,99.0643,50,100,1
ENSG00000114867,ENSG00000114867.22,ENST00000421110,ENST00000421110.5,ENSGGOG00000013919,EIF4G1,Homininae,ortholog_one2one,99.3121,99.0643,50,100,1
